ED_ID_CSV,COUNTY,PROVINCE,GEOGDESC,T1_1AGETT_2006,T2_1PLBP_2006,T2_1PLN_2006,T2_1IEN_2006,T2_1LTN_2006,T2_1LTBP_2006,PLN_PRE_2006,T1_1AGETT_2011,T1_2T_2011,T2_1PLBP_2011,T2_1IEN_2011,T2_1PLN_2011,PLN_PRE_2011,T1_1AGETT_2016,T1_2T_2016,T2_1PLBP_2016,T2_1IEN_2016,T2_1PLN_2016,T2_5PL_2016,PLN_PRE_2016
247051,WEXFORD,Leinster,Glynn,482,0,0,445,0,0,0.00,564,564,0,498,0,0.00,584,584,0,535,0,0,0.00
127110,LIMERICK,Munster,Mohernagh,137,0,0,130,0,0,0.00,138,138,0,134,0,0.00,136,136,0,129,0,0,0.00
217034,TIPPERARY,Munster,Bruis,311,0,0,295,0,0,0.00,326,326,0,303,0,0.00,329,329,3,315,3,4,0.91
177035,MONAGHAN,Ulster,Drum,190,0,0,178,3,2,0.00,187,187,0,179,0,0.00,190,190,0,181,0,0,0.00
157005,MAYO,Connacht,Aghamore,619,0,0,588,0,0,0.00,626,626,0,576,0,0.00,618,618,1,577,1,1,0.16
257032,WICKLOW,Leinster,Dunganstown West,410,2,2,382,0,0,0.49,453,453,0,410,0,0.00,458,458,1,417,1,4,0.22
107087,LAOIS,Leinster,Rossmore,422,0,0,402,0,0,0.00,460,460,0,443,0,0.00,455,455,1,429,1,1,0.22
67096,GALWAY,Connacht,Foxhall,556,1,1,513,4,2,0.18,591,591,3,548,3,0.51,629,629,0,580,0,0,0.00
67181,GALWAY,Connacht,Movode,197,1,1,181,0,0,0.51,254,254,1,232,1,0.39,261,261,3,249,3,6,1.15
107089,LAOIS,Leinster,Shaen,873,0,0,834,6,6,0.00,894,894,5,855,5,0.56,922,922,1,890,0,1,0.00
207050,SLIGO,Connacht,Kilmacowen,2027,0,0,1938,0,0,0.00,2230,2230,44,2057,47,2.11,2161,2161,46,1988,55,59,2.55
257030,WICKLOW,Leinster,Dunganstown East,677,10,10,605,2,3,1.48,764,764,9,678,10,1.31,832,832,8,739,9,8,1.08
67169,GALWAY,Connacht,Loughrea Rural,883,0,0,849,0,0,0.00,873,873,2,834,2,0.23,857,857,0,824,0,0,0.00
197061,ROSCOMMON,Connacht,Fairymount,360,0,0,319,0,0,0.00,359,359,0,320,0,0.00,313,313,0,280,0,0,0.00
87032,KILDARE,Leinster,Drehid,228,0,0,220,7,7,0.00,258,258,2,236,2,0.78,270,270,0,254,0,0,0.00
267044,DUBLIN,Leinster,Churchtown-Nutgrove,3072,20,20,2844,2,2,0.65,3079,3079,40,2720,42,1.36,3165,3165,41,2883,36,45,1.14
247041,WEXFORD,Leinster,Drinagh,1179,0,0,1122,1,1,0.00,1166,1166,7,1070,8,0.69,1139,1139,8,1064,8,12,0.70
197041,ROSCOMMON,Connacht,Cloonygormican,413,0,0,389,0,0,0.00,451,451,0,419,0,0.00,455,455,1,428,0,1,0.00
268066,DUBLIN,Leinster,Finglas South A,2625,18,18,2468,7,7,0.69,2783,2783,30,2631,33,1.19,2904,2904,44,2650,54,47,1.86
57051,DONEGAL,Ulster,Desertegny,659,0,0,618,0,0,0.00,705,705,0,663,0,0.00,713,713,0,674,0,0,0.00
48031,CORK,Munster,Glasheen A,694,3,3,592,0,0,0.43,703,703,7,550,7,1.00,813,813,13,625,13,17,1.60
47177,CORK,Munster,Inishannon,1655,16,14,1515,4,4,0.85,1788,1788,28,1616,31,1.73,1962,1962,54,1767,55,69,2.80
107030,LAOIS,Leinster,Clonin,203,0,0,187,0,0,0.00,233,233,0,213,0,0.00,227,227,0,211,0,0,0.00
167085,MEATH,Leinster,Stamullin,3807,15,14,3516,0,0,0.37,4696,4696,44,4158,46,0.98,5009,5009,111,4508,111,139,2.22
77081,KERRY,Munster,Glanmore,244,0,0,210,0,0,0.00,269,269,0,223,0,0.00,232,232,0,188,0,0,0.00
97062,KILKENNY,Leinster,Kilkenny No. 2 Urban,3396,79,79,2941,8,8,2.33,3500,3500,165,2791,172,4.91,4060,4060,145,3112,147,161,3.62
47151,CORK,Munster,Fermoy Rural,4182,224,224,3584,41,42,5.36,4808,4808,488,3843,516,10.73,4859,4859,511,3918,543,576,11.18
57118,DONEGAL,Ulster,Manorcunningham,833,0,0,791,0,0,0.00,1171,1171,5,1077,5,0.43,1214,1214,4,1108,4,9,0.33
167088,MEATH,Leinster,Tara,1116,6,6,1050,6,6,0.54,1193,1193,8,1103,9,0.75,1227,1227,4,1159,4,6,0.33
127122,LIMERICK,Munster,Rathkeale Rural,358,0,0,343,1,1,0.00,321,321,0,316,0,0.00,316,316,0,305,0,0,0.00
47231,CORK,Munster,Knocks,321,0,0,274,0,0,0.00,345,345,1,288,1,0.29,333,333,4,291,4,4,1.20
207027,SLIGO,Connacht,Cliffony South,599,0,0,561,0,0,0.00,602,602,0,560,0,0.00,573,573,0,543,0,0,0.00
157026,MAYO,Connacht,Ballyhean,525,0,0,491,0,0,0.00,610,610,0,569,0,0.00,588,588,1,559,1,2,0.17
227070,WATERFORD,Munster,Modelligo,271,0,0,249,0,0,0.00,327,327,1,301,1,0.31,328,328,1,307,1,1,0.30
97020,KILKENNY,Leinster,Callan Urban,1485,10,10,1311,3,3,0.67,1692,1692,53,1430,55,3.25,1784,1784,54,1519,58,62,3.25
267007,DUBLIN,Leinster,Ballinteer-Woodpark,4264,16,16,3999,0,0,0.38,5292,5292,57,4771,60,1.13,5405,5405,43,4934,41,52,0.76
77106,KERRY,Munster,Killorglin,3798,19,21,3324,52,51,0.55,4185,4185,100,3535,104,2.49,4355,4355,123,3671,135,149,3.10
57071,DONEGAL,Ulster,Glenalla,385,0,0,369,0,0,0.00,466,466,0,421,0,0.00,494,494,1,462,1,1,0.20
217146,TIPPERARY,Munster,Rathcabban,242,0,0,232,0,0,0.00,312,312,0,282,0,0.00,304,304,2,277,2,4,0.66
207070,SLIGO,Connacht,Skreen,161,0,0,146,0,0,0.00,177,177,0,160,0,0.00,167,167,0,149,0,0,0.00
47124,CORK,Munster,Dangan,199,0,0,189,0,0,0.00,253,253,2,237,2,0.79,254,254,0,247,0,0,0.00
137045,LONGFORD,Leinster,Longford Rural,5002,224,234,4071,80,82,4.68,5492,5492,512,3991,553,10.07,5704,5704,548,4221,589,655,10.33
47246,CORK,Munster,Mallow South Urban,2920,62,63,2699,4,4,2.16,2783,2783,60,2511,62,2.23,2738,2738,83,2421,80,95,2.92
127106,LIMERICK,Munster,Limerick South Rural,7194,78,81,6688,25,23,1.13,1660,1660,21,1509,23,1.39,1786,1786,42,1638,45,54,2.52
37125,CLARE,Munster,Muckanagh,282,12,12,241,0,0,4.26,319,319,2,280,2,0.63,300,300,3,276,3,3,1.00
167014,MEATH,Leinster,Carrickleck,456,0,0,439,0,0,0.00,473,473,0,460,0,0.00,458,458,0,430,0,0,0.00
127107,LIMERICK,Munster,Lismakeery,427,0,0,405,0,0,0.00,428,428,0,416,0,0.00,433,433,0,413,0,0,0.00
107026,LAOIS,Leinster,Castletown,634,10,10,606,0,0,1.58,741,741,1,670,1,0.13,775,775,3,731,3,4,0.39
157093,MAYO,Connacht,Kilfian West,133,0,0,128,0,0,0.00,134,134,0,123,0,0.00,109,109,0,107,0,0,0.00
27009,CAVAN,Ulster,Ballymachugh,698,2,2,635,6,5,0.29,762,762,0,708,0,0.00,828,828,2,754,2,2,0.24
47148,CORK,Munster,Durrus West,637,0,0,532,0,0,0.00,683,683,5,543,4,0.59,610,610,4,501,4,4,0.66
257077,WICKLOW,Leinster,Wicklow Rural,5817,46,47,5343,44,43,0.81,7429,7429,87,6662,93,1.25,8163,8163,116,7324,124,137,1.52
187087,OFFALY,Leinster,Tullamore Urban,10777,353,355,8979,296,304,3.29,11346,11346,527,9196,569,5.01,11437,11437,479,9254,507,551,4.43
267061,DUBLIN,Leinster,Dalkey Upper,2096,4,4,1962,0,0,0.19,2117,2117,7,1956,8,0.38,2118,2118,2,1934,2,3,0.09
37059,CLARE,Munster,Ennistimon,2038,45,46,1823,2,1,2.26,2215,2215,89,1909,96,4.33,2331,2331,89,1992,93,106,3.99
207054,SLIGO,Connacht,Kilturra,238,0,0,221,0,0,0.00,241,241,0,220,0,0.00,223,223,0,207,0,0,0.00
47299,CORK,Munster,Streamhill,125,0,0,88,0,0,0.00,123,123,0,103,0,0.00,94,94,0,79,0,0,0.00
217004,TIPPERARY,Munster,Anner,366,0,0,325,0,0,0.00,416,416,0,378,0,0.00,372,372,0,343,0,0,0.00
227012,WATERFORD,Munster,Ballynakill (Part Rural),366,0,0,349,1,1,0.00,383,383,0,366,0,0.00,420,420,0,355,0,0,0.00
67051,GALWAY,Connacht,Castleblakeney,472,0,0,454,0,0,0.00,526,526,0,505,0,0.00,528,528,0,505,0,0,0.00
107077,LAOIS,Leinster,O'More's Forest,434,0,0,423,0,0,0.00,463,463,0,447,0,0.00,492,492,1,471,1,3,0.20
47262,CORK,Munster,Mountrivers,607,0,0,566,0,0,0.00,662,662,0,627,0,0.00,694,694,1,647,1,2,0.14
37005,CLARE,Munster,Ballyblood,107,0,0,99,0,0,0.00,123,123,0,115,0,0.00,153,153,4,136,5,5,3.27
217147,TIPPERARY,Munster,Rathlynin,317,1,1,297,1,2,0.32,394,394,2,366,2,0.51,370,370,0,350,0,0,0.00
157073,MAYO,Connacht,Doocastle,417,0,0,394,0,0,0.00,377,377,0,338,0,0.00,366,366,0,310,0,0,0.00
167081,MEATH,Leinster,Slane,1532,28,27,1416,13,12,1.76,1834,1834,32,1655,29,1.58,1853,1853,23,1693,31,22,1.67
67187,GALWAY,Connacht,Pallas,418,6,6,389,0,0,1.44,401,401,2,379,2,0.50,398,398,1,375,1,1,0.25
67171,GALWAY,Connacht,Marblehill / Loughatorick,396,1,1,342,0,0,0.25,397,397,0,344,0,0.00,371,371,0,333,0,0,0.00
217062,TIPPERARY,Munster,Crohane,221,0,0,215,0,0,0.00,251,251,0,233,0,0.00,254,254,0,245,0,0,0.00
127117,LIMERICK,Munster,Oola,1087,2,2,1043,0,0,0.18,1061,1061,2,1006,2,0.19,1082,1082,0,1033,0,0,0.00
67001,GALWAY,Connacht,Abbey East,624,12,10,575,0,0,1.60,670,670,1,628,1,0.15,632,632,0,588,0,0,0.00
37148,CLARE,Munster,Toberbreeda,129,0,0,116,0,0,0.00,160,160,3,140,3,1.88,163,163,0,143,0,0,0.00
47005,CORK,Munster,Aghern,189,0,0,174,0,0,0.00,231,231,0,213,0,0.00,245,245,0,226,0,0,0.00
37090,CLARE,Munster,Killokennedy,135,0,0,129,0,0,0.00,151,151,1,139,1,0.66,143,143,0,136,0,0,0.00
187014,OFFALY,Leinster,Bracknagh,935,0,0,902,0,0,0.00,1012,1012,2,965,3,0.30,1050,1050,2,995,2,2,0.19
47261,CORK,Munster,Monkstown Rural,793,0,0,717,0,0,0.00,1007,1007,31,874,37,3.67,1086,1086,45,949,51,58,4.70
267037,DUBLIN,Leinster,Cabinteely-Kilbogget,2962,7,7,2841,0,0,0.24,2723,2723,8,2575,7,0.26,2686,2686,11,2539,12,17,0.45
27027,CAVAN,Ulster,Cootehill Rural,1170,7,8,1046,57,61,0.68,1068,1068,5,986,5,0.47,1087,1087,17,1010,17,20,1.56
47281,CORK,Munster,Rosnalee,377,1,1,363,0,0,0.27,364,364,0,351,0,0.00,358,358,0,344,0,0,0.00
268135,DUBLIN,Leinster,Rathmines West D,3149,88,92,2383,11,12,2.92,2953,2953,97,2214,106,3.59,3106,3106,48,2424,47,54,1.51
67074,GALWAY,Connacht,An Crompán,2275,0,0,2166,0,0,0.00,2505,2505,1,2377,1,0.04,2472,2472,4,2354,4,3,0.16
228014,WATERFORD,Munster,Farranshoneen,5343,18,21,4693,16,17,0.39,5465,5465,86,4774,90,1.65,5607,5607,108,4930,115,143,2.05
57072,DONEGAL,Ulster,Gleann Cholm Cille,714,4,5,661,0,0,0.70,745,745,5,696,5,0.67,738,738,0,680,0,0,0.00
217108,TIPPERARY,Munster,Kilnaneave,486,0,0,471,0,0,0.00,473,473,3,453,3,0.63,451,451,4,426,4,7,0.89
157148,MAYO,Connacht,Toomore,1365,17,18,1207,3,3,1.32,1621,1621,73,1361,79,4.87,1591,1591,65,1318,69,74,4.34
217123,TIPPERARY,Munster,Lorrha East,330,4,3,314,0,0,0.91,319,319,1,303,1,0.31,296,296,0,281,0,0,0.00
87029,KILDARE,Leinster,Donaghcumper,4195,61,62,3727,33,33,1.48,5710,5710,141,4839,152,2.66,6257,6257,152,5429,161,185,2.57
207078,SLIGO,Connacht,Toberpatrick East,257,0,0,241,0,0,0.00,249,249,5,234,4,1.61,218,218,2,207,2,2,0.92
267107,DUBLIN,Leinster,Newcastle,2603,42,36,2356,23,25,1.38,3749,3749,97,3263,101,2.69,4257,4257,145,3721,161,189,3.78
268053,DUBLIN,Leinster,Crumlin C,2371,53,55,2110,7,5,2.32,2264,2264,35,1977,44,1.94,2331,2331,32,2035,30,38,1.29
87066,KILDARE,Leinster,Maynooth,11189,253,252,9678,65,63,2.25,13617,13617,579,10941,611,4.49,15998,15998,496,13018,517,564,3.23
217040,TIPPERARY,Munster,Carrick-on-Suir Rural,493,0,0,457,0,0,0.00,501,501,5,458,5,1.00,503,503,8,451,8,8,1.59
267066,DUBLIN,Leinster,Dubber,3688,153,153,2778,45,45,4.15,6359,6359,724,3896,767,12.06,7372,7372,887,4789,962,1017,13.05
268071,DUBLIN,Leinster,Grange A,7014,44,45,6518,26,26,0.64,8948,8948,235,7880,256,2.86,9696,9696,232,8195,244,291,2.52
117041,LEITRIM,Connacht,Glenade,172,1,1,158,0,0,0.58,154,154,0,144,0,0.00,172,172,1,163,1,2,0.58
247103,WEXFORD,Leinster,Rossminoge,499,0,0,473,0,0,0.00,564,564,3,527,4,0.71,607,607,0,574,0,0,0.00
237006,WESTMEATH,Leinster,Auburn,637,0,0,600,6,6,0.00,712,712,3,679,3,0.42,724,724,2,690,2,4,0.28
167055,MEATH,Leinster,Kilskeer,355,0,0,344,0,0,0.00,387,387,0,370,0,0.00,427,427,1,407,0,0,0.00
117020,LEITRIM,Connacht,Cattan,267,0,0,258,0,0,0.00,260,260,0,249,0,0.00,237,237,0,221,0,0,0.00
37049,CLARE,Munster,Doonbeg,669,11,10,613,0,0,1.49,761,761,24,619,28,3.68,765,765,27,645,30,31,3.92
107007,LAOIS,Leinster,Ballinakill,771,0,0,736,0,0,0.00,792,792,2,754,4,0.51,826,826,5,788,5,5,0.61
268059,DUBLIN,Leinster,Drumcondra South B,1339,44,45,1108,3,3,3.36,1526,1526,41,1258,41,2.69,1697,1697,34,1338,35,27,2.06
267009,DUBLIN,Leinster,Ballinteer-Ludford,2096,6,6,1983,7,7,0.29,2032,2032,11,1857,8,0.39,2028,2028,12,1880,12,21,0.59
67095,GALWAY,Connacht,Eyrecourt,476,0,0,446,0,0,0.00,454,454,5,418,6,1.32,445,445,5,413,6,6,1.35
177015,MONAGHAN,Ulster,Carrickatee,307,0,0,300,0,0,0.00,333,333,0,320,0,0.00,337,337,0,321,0,2,0.00
37117,CLARE,Munster,Magherareagh,313,0,0,292,0,0,0.00,297,297,0,276,0,0.00,289,289,0,271,0,0,0.00
197017,ROSCOMMON,Connacht,Ballygarden,207,1,0,170,0,0,0.00,220,220,2,181,4,1.82,194,194,0,167,0,0,0.00
117070,LEITRIM,Connacht,Rinn,264,3,3,255,2,2,1.14,293,293,2,270,2,0.68,370,370,4,305,4,4,1.08
217117,TIPPERARY,Munster,Greenhall / Lackagh,299,0,0,278,0,0,0.00,368,368,1,328,1,0.27,395,395,0,372,0,0,0.00
157001,MAYO,Connacht,Acaill,914,0,0,841,0,0,0.00,896,896,2,826,2,0.22,845,845,0,768,0,0,0.00
157042,MAYO,Connacht,Burren,292,0,0,278,0,0,0.00,300,300,0,276,0,0.00,312,312,0,285,0,0,0.00
177046,MONAGHAN,Ulster,Glaslough,751,1,0,674,4,4,0.00,857,857,8,734,8,0.93,952,952,6,742,5,11,0.53
257011,WICKLOW,Leinster,Ballinguile,142,0,0,133,0,0,0.00,138,138,0,126,0,0.00,136,136,0,127,0,0,0.00
127001,LIMERICK,Munster,Abbeyfeale,2469,26,25,2250,21,19,1.01,2528,2528,64,2253,71,2.81,2542,2542,38,2289,43,45,1.69
187021,OFFALY,Leinster,Clonmacnoise,315,1,1,305,0,0,0.32,337,337,0,319,0,0.00,341,341,0,330,0,0,0.00
47089,CORK,Munster,Castleventry,257,0,0,226,0,0,0.00,259,259,0,233,0,0.00,290,290,2,265,2,2,0.69
207080,SLIGO,Connacht,Toomour,239,0,0,209,0,0,0.00,229,229,0,201,0,0.00,228,228,0,211,0,0,0.00
47028,CORK,Munster,Ballygroman,1315,17,17,1242,12,12,1.29,1572,1572,34,1455,34,2.16,1673,1673,29,1557,31,36,1.85
87046,KILDARE,Leinster,Kilberry,580,0,0,566,0,0,0.00,619,619,0,602,0,0.00,634,634,0,611,0,0,0.00
47009,CORK,Munster,Allow,411,0,0,400,0,0,0.00,464,464,2,445,2,0.43,469,469,2,444,1,4,0.21
128025,LIMERICK,Munster,John's B,1046,7,7,982,2,2,0.67,976,976,17,890,20,2.05,952,952,11,867,9,11,0.95
217051,TIPPERARY,Munster,Cloghprior,269,0,0,246,0,0,0.00,294,294,0,268,0,0.00,300,300,0,279,0,0,0.00
177040,MONAGHAN,Ulster,Drummully,92,0,0,88,4,4,0.00,98,98,0,98,0,0.00,113,113,0,106,0,0,0.00
127068,LIMERICK,Munster,Emlygrennan,655,0,0,593,0,0,0.00,748,748,0,683,0,0.00,759,759,4,685,4,3,0.53
48053,CORK,Munster,Shandon B,959,102,102,552,18,17,10.64,1057,1057,92,553,94,8.89,1401,1401,73,589,88,82,6.28
177042,MONAGHAN,Ulster,Emyvale,1217,4,4,1011,132,132,0.33,1230,1230,9,998,8,0.65,1218,1218,4,972,5,6,0.41
267033,DUBLIN,Leinster,Blanchardstown-Roselawn,1807,8,8,1648,15,16,0.44,1682,1682,6,1542,6,0.36,1688,1688,7,1552,8,10,0.47
217159,TIPPERARY,Munster,Terryglass,440,0,0,413,0,0,0.00,479,479,1,437,0,0.00,479,479,0,447,0,0,0.00
217158,TIPPERARY,Munster,Templetouhy,814,0,0,781,0,0,0.00,849,849,2,804,1,0.12,816,816,0,791,0,0,0.00
257007,WICKLOW,Leinster,Ballinacor,258,0,0,238,0,0,0.00,309,309,0,277,0,0.00,346,346,0,324,0,0,0.00
197029,ROSCOMMON,Connacht,Carrowduff,216,0,0,206,0,0,0.00,203,203,0,186,0,0.00,232,232,2,211,2,1,0.86
267133,DUBLIN,Leinster,Swords-Lissenhall,8923,234,235,7119,94,98,2.63,9667,9667,629,7085,665,6.88,10447,10447,624,7942,657,712,6.29
37153,CLARE,Munster,Urlan,835,6,6,785,0,0,0.72,949,949,38,846,44,4.64,963,963,23,890,25,26,2.60
47150,CORK,Munster,Farranbrien,491,2,2,459,0,0,0.41,518,518,0,479,0,0.00,540,540,3,489,3,3,0.56
67159,GALWAY,Connacht,Laurencetown,370,2,2,358,0,0,0.54,351,351,0,342,0,0.00,359,359,0,352,0,0,0.00
247106,WEXFORD,Leinster,Tacumshin,458,4,4,417,0,0,0.87,528,528,4,484,4,0.76,528,528,2,490,2,2,0.38
47142,CORK,Munster,Dunderrow,1470,9,9,1393,0,0,0.61,1609,1609,14,1524,13,0.81,1656,1656,19,1588,19,22,1.15
237067,WESTMEATH,Leinster,Kilpatrick,178,0,0,162,0,0,0.00,222,222,2,210,2,0.90,212,212,0,207,0,0,0.00
217148,TIPPERARY,Munster,Rathnaveoge,251,0,0,241,0,0,0.00,278,278,0,270,0,0.00,262,262,0,260,0,0,0.00
177041,MONAGHAN,Ulster,Drumsnat,932,1,1,860,21,21,0.11,982,982,6,905,5,0.51,997,997,6,910,6,7,0.60
87052,KILDARE,Leinster,Kill,3697,9,9,3435,17,18,0.24,4449,4449,68,4104,75,1.69,4692,4692,61,4384,70,77,1.49
67125,GALWAY,Connacht,Cill Aithnín,936,7,7,873,6,6,0.75,1000,1000,5,915,5,0.50,1044,1044,4,977,4,5,0.38
87027,KILDARE,Leinster,Cloncurry,351,5,5,333,2,2,1.42,388,388,2,365,2,0.52,399,399,2,386,2,3,0.50
187004,OFFALY,Leinster,Ballyburly,1284,9,7,1206,5,4,0.55,1325,1325,9,1256,9,0.68,1364,1364,16,1301,16,21,1.17
177056,MONAGHAN,Ulster,Lisnaveane,418,2,3,397,0,0,0.72,395,395,0,384,0,0.00,396,396,0,381,0,0,0.00
157100,MAYO,Connacht,Kilmaclasser,532,0,0,488,0,0,0.00,560,560,0,514,0,0.00,639,639,7,585,8,9,1.25
267132,DUBLIN,Leinster,Swords-Forrest,12292,286,285,10091,142,147,2.32,13894,13894,668,10888,714,5.14,15153,15153,704,12261,742,829,4.90
217038,TIPPERARY,Munster,Caher,1186,75,75,948,28,26,6.32,1153,1153,43,891,44,3.82,1134,1134,36,899,39,39,3.44
57113,DONEGAL,Ulster,Magheraboy,1559,0,0,1503,0,0,0.00,1722,1722,3,1653,3,0.17,1720,1720,4,1659,4,5,0.23
127005,LIMERICK,Munster,Adare South,1695,82,81,1483,0,0,4.78,2028,2028,88,1625,95,4.68,2031,2031,50,1682,52,62,2.56
147018,LOUTH,Leinster,Drummullagh,1099,0,0,1041,0,0,0.00,1257,1257,2,1138,2,0.16,1356,1356,7,1212,7,9,0.52
47297,CORK,Munster,Springfort,586,4,4,554,0,0,0.68,606,606,2,564,2,0.33,617,617,8,571,7,12,1.13
107081,LAOIS,Leinster,Raheen,394,0,0,385,0,0,0.00,422,422,0,410,0,0.00,465,465,0,451,0,0,0.00
17026,CARLOW,Leinster,Kilbride,385,9,9,350,0,0,2.34,449,449,17,406,17,3.79,438,438,4,401,4,4,0.91
207055,SLIGO,Connacht,Knockaree,3184,9,10,2924,9,8,0.31,3557,3557,80,3177,88,2.47,3690,3690,60,3333,62,80,1.68
268108,DUBLIN,Leinster,North Dock B,3594,79,78,3020,42,45,2.17,6895,6895,439,4414,455,6.60,7695,7695,269,4385,274,277,3.56
67145,GALWAY,Connacht,Kilquain,290,0,0,267,0,0,0.00,318,318,0,299,0,0.00,306,306,0,294,0,0,0.00
187047,OFFALY,Leinster,Huntston,367,3,3,357,0,0,0.82,348,348,0,337,0,0.00,357,357,0,347,0,0,0.00
48025,CORK,Munster,Farranferris B,920,8,8,873,0,0,0.87,887,887,2,864,2,0.23,928,928,19,861,25,24,2.69
77080,KERRY,Munster,Glanlough,155,0,0,132,0,0,0.00,164,164,1,129,1,0.61,136,136,1,108,1,0,0.74
267154,DUBLIN,Leinster,Templeogue Village,1915,12,12,1683,1,1,0.63,1994,1994,9,1786,10,0.50,2074,2074,19,1854,21,19,1.01
197035,ROSCOMMON,Connacht,Cloonburren,232,0,0,217,0,0,0.00,244,244,0,233,0,0.00,231,231,0,225,0,0,0.00
47079,CORK,Munster,Castle Hyde,735,4,4,690,0,0,0.54,767,767,2,717,2,0.26,816,816,3,752,3,3,0.37
47184,CORK,Munster,Kilbrin,325,1,1,304,0,0,0.31,349,349,0,329,0,0.00,330,330,2,310,2,2,0.61
267003,DUBLIN,Leinster,Balbriggan Urban,6672,43,44,5945,15,16,0.66,7555,7555,236,6275,260,3.44,8116,8116,330,6695,354,410,4.36
57134,DONEGAL,Ulster,Suí Corr,95,0,0,85,0,0,0.00,106,106,0,94,0,0.00,94,94,0,86,0,0,0.00
247075,WEXFORD,Leinster,Kilmokea,727,0,0,703,0,0,0.00,814,814,0,759,0,0.00,853,853,5,793,5,5,0.59
268101,DUBLIN,Leinster,Merchants Quay D,2031,40,42,1691,7,7,2.07,2024,2024,33,1626,35,1.73,2185,2185,11,1765,12,10,0.55
167064,MEATH,Leinster,Moynalty,595,3,3,579,0,0,0.50,609,609,0,592,0,0.00,635,635,0,613,0,0,0.00
217027,TIPPERARY,Munster,Birdhill,667,1,1,618,0,0,0.15,729,729,2,679,2,0.27,733,733,4,672,5,5,0.68
47085,CORK,Munster,Castlemagner,377,1,1,358,0,0,0.27,582,582,5,536,5,0.86,623,623,4,581,4,5,0.64
237013,WESTMEATH,Leinster,Ballymore,480,0,0,446,3,3,0.00,668,668,3,605,5,0.75,734,734,6,689,5,9,0.68
197092,ROSCOMMON,Connacht,Oakport,243,0,0,221,0,0,0.00,319,319,2,274,2,0.63,413,413,13,360,14,14,3.39
107049,LAOIS,Leinster,Fossy,130,0,0,124,0,0,0.00,146,146,0,140,0,0.00,167,167,0,164,0,0,0.00
237066,WESTMEATH,Leinster,Killulagh,387,1,1,359,0,0,0.26,441,441,0,418,0,0.00,469,469,0,443,0,0,0.00
237003,WESTMEATH,Leinster,Athlone East Urban,3954,142,142,3329,28,30,3.59,4131,4131,195,2989,212,5.13,4382,4382,116,3073,124,117,2.83
117030,LEITRIM,Connacht,Drumod,577,19,19,520,0,0,3.29,776,776,13,666,16,2.06,869,869,15,782,16,21,1.84
117039,LEITRIM,Connacht,Garadice,480,2,1,462,0,0,0.21,569,569,15,501,15,2.64,530,530,5,481,4,8,0.75
217170,TIPPERARY,Munster,Tullamain,690,8,8,587,0,0,1.16,683,683,6,589,6,0.88,676,676,2,618,2,3,0.30
257008,WICKLOW,Leinster,Ballinderry,416,0,0,391,0,0,0.00,459,459,1,422,1,0.22,466,466,1,430,1,1,0.21
247068,WEXFORD,Leinster,Killenagh,480,4,4,456,0,0,0.83,549,549,2,526,2,0.36,549,549,0,529,0,0,0.00
47049,CORK,Munster,Bealock,269,0,0,243,1,1,0.00,272,272,0,238,0,0.00,290,290,0,258,0,0,0.00
48056,CORK,Munster,St. Patrick's A,1009,87,88,617,11,10,8.72,1299,1299,98,663,100,7.70,1611,1611,76,734,77,67,4.78
57079,DONEGAL,Ulster,Glentogher,1123,3,3,1001,0,0,0.27,1277,1277,2,1145,2,0.16,1184,1184,1,1087,5,1,0.42
47248,CORK,Munster,Marshalstown,352,1,1,331,1,1,0.28,384,384,1,354,1,0.26,387,387,4,364,4,4,1.03
117017,LEITRIM,Connacht,Carrigallen West,383,1,1,328,10,11,0.26,525,525,29,402,30,5.71,563,563,37,437,37,37,6.57
247021,WEXFORD,Leinster,Balloughter,443,0,1,420,0,0,0.23,482,482,5,448,6,1.24,504,504,3,484,5,5,0.99
47290,CORK,Munster,Shreelane,315,0,0,278,0,0,0.00,365,365,0,335,0,0.00,378,378,1,341,1,1,0.26
247034,WEXFORD,Leinster,Castleboro,818,2,2,779,0,0,0.24,860,860,5,806,5,0.58,940,940,7,882,8,12,0.85
77149,KERRY,Munster,Reen,162,1,1,147,0,0,0.62,135,135,0,121,0,0.00,154,154,1,119,0,0,0.00
147011,LOUTH,Leinster,Collon,1374,0,0,1304,0,0,0.00,1770,1770,15,1619,15,0.85,1881,1881,23,1741,23,28,1.22
47025,CORK,Munster,Ballyfeard,323,4,4,304,0,0,1.24,358,358,1,339,1,0.28,374,374,3,346,3,3,0.80
177066,MONAGHAN,Ulster,Sheskin,551,0,0,533,1,1,0.00,648,648,2,608,2,0.31,657,657,2,629,2,2,0.30
217073,TIPPERARY,Munster,Farranrory,472,0,0,452,0,0,0.00,479,479,0,451,0,0.00,482,482,0,459,0,0,0.00
47095,CORK,Munster,Clonakilty Rural,1458,17,17,1318,1,1,1.17,1793,1793,36,1540,38,2.12,1938,1938,46,1722,48,52,2.48
237035,WESTMEATH,Leinster,Delvin,747,1,0,688,0,0,0.00,1024,1024,1,911,0,0.00,1072,1072,13,947,16,21,1.49
228006,WATERFORD,Munster,Ballybeg South / Ballynaneashagh,273,0,0,270,0,0,0.00,297,297,6,228,7,2.36,309,309,2,276,2,2,0.65
137038,LONGFORD,Leinster,Killashee,279,0,0,259,0,0,0.00,432,432,5,379,6,1.39,437,437,12,385,12,14,2.75
